from,to,intensity.forecast,intensity.actual,intensity.index,datetime
2025-01-07T13:00Z,2025-01-07T13:30Z,126,125,moderate,07/01/2025 13:00
2025-01-07T13:30Z,2025-01-07T14:00Z,135,129,moderate,07/01/2025 13:30
2025-01-07T14:00Z,2025-01-07T14:30Z,130,134,moderate,07/01/2025 14:00
2025-01-07T14:30Z,2025-01-07T15:00Z,136,141,moderate,07/01/2025 14:30
2025-01-07T15:00Z,2025-01-07T15:30Z,140,149,moderate,07/01/2025 15:00
2025-01-07T15:30Z,2025-01-07T16:00Z,153,154,moderate,07/01/2025 15:30
2025-01-07T16:00Z,2025-01-07T16:30Z,156,155,moderate,07/01/2025 16:00
2025-01-07T16:30Z,2025-01-07T17:00Z,155,153,moderate,07/01/2025 16:30
2025-01-07T17:00Z,2025-01-07T17:30Z,157,154,moderate,07/01/2025 17:00
2025-01-07T17:30Z,2025-01-07T18:00Z,149,150,moderate,07/01/2025 17:30
2025-01-07T18:00Z,2025-01-07T18:30Z,151,149,moderate,07/01/2025 18:00
2025-01-07T18:30Z,2025-01-07T19:00Z,147,147,moderate,07/01/2025 18:30
2025-01-07T19:00Z,2025-01-07T19:30Z,146,142,moderate,07/01/2025 19:00
2025-01-07T19:30Z,2025-01-07T20:00Z,145,136,moderate,07/01/2025 19:30
2025-01-07T20:00Z,2025-01-07T20:30Z,135,125,moderate,07/01/2025 20:00
2025-01-07T20:30Z,2025-01-07T21:00Z,131,115,moderate,07/01/2025 20:30
2025-01-07T21:00Z,2025-01-07T21:30Z,109,103,moderate,07/01/2025 21:00
2025-01-07T21:30Z,2025-01-07T22:00Z,102,89,low,07/01/2025 21:30
2025-01-07T22:00Z,2025-01-07T22:30Z,91,84,low,07/01/2025 22:00
2025-01-07T22:30Z,2025-01-07T23:00Z,72,84,low,07/01/2025 22:30
2025-01-07T23:00Z,2025-01-07T23:30Z,69,82,low,07/01/2025 23:00
2025-01-07T23:30Z,2025-01-08T00:00Z,84,82,low,07/01/2025 23:30
2025-01-08T00:00Z,2025-01-08T00:30Z,82,86,low,08/01/2025 00:00
2025-01-08T00:30Z,2025-01-08T01:00Z,85,84,low,08/01/2025 00:30
2025-01-08T01:00Z,2025-01-08T01:30Z,82,85,low,08/01/2025 01:00
2025-01-08T01:30Z,2025-01-08T02:00Z,81,88,low,08/01/2025 01:30
2025-01-08T02:00Z,2025-01-08T02:30Z,85,90,low,08/01/2025 02:00
2025-01-08T02:30Z,2025-01-08T03:00Z,87,90,low,08/01/2025 02:30
2025-01-08T03:00Z,2025-01-08T03:30Z,84,90,low,08/01/2025 03:00
2025-01-08T03:30Z,2025-01-08T04:00Z,98,102,moderate,08/01/2025 03:30
2025-01-08T04:00Z,2025-01-08T04:30Z,89,107,moderate,08/01/2025 04:00
2025-01-08T04:30Z,2025-01-08T05:00Z,105,112,moderate,08/01/2025 04:30
2025-01-08T05:00Z,2025-01-08T05:30Z,121,125,moderate,08/01/2025 05:00
2025-01-08T05:30Z,2025-01-08T06:00Z,149,168,moderate,08/01/2025 05:30
2025-01-08T06:00Z,2025-01-08T06:30Z,159,187,high,08/01/2025 06:00
2025-01-08T06:30Z,2025-01-08T07:00Z,192,197,high,08/01/2025 06:30
2025-01-08T07:00Z,2025-01-08T07:30Z,195,209,high,08/01/2025 07:00
2025-01-08T07:30Z,2025-01-08T08:00Z,213,211,high,08/01/2025 07:30
2025-01-08T08:00Z,2025-01-08T08:30Z,220,219,high,08/01/2025 08:00
2025-01-08T08:30Z,2025-01-08T09:00Z,223,223,high,08/01/2025 08:30
2025-01-08T09:00Z,2025-01-08T09:30Z,222,225,high,08/01/2025 09:00
2025-01-08T09:30Z,2025-01-08T10:00Z,229,227,high,08/01/2025 09:30
2025-01-08T10:00Z,2025-01-08T10:30Z,227,225,high,08/01/2025 10:00
2025-01-08T10:30Z,2025-01-08T11:00Z,232,229,high,08/01/2025 10:30
2025-01-08T11:00Z,2025-01-08T11:30Z,228,232,high,08/01/2025 11:00
2025-01-08T11:30Z,2025-01-08T12:00Z,234,234,high,08/01/2025 11:30
2025-01-08T12:00Z,2025-01-08T12:30Z,236,234,high,08/01/2025 12:00
2025-01-08T12:30Z,2025-01-08T13:00Z,237,236,high,08/01/2025 12:30
2025-01-08T13:00Z,2025-01-08T13:30Z,240,238,high,08/01/2025 13:00
2025-01-08T13:30Z,2025-01-08T14:00Z,241,240,high,08/01/2025 13:30
2025-01-08T14:00Z,2025-01-08T14:30Z,237,244,high,08/01/2025 14:00
2025-01-08T14:30Z,2025-01-08T15:00Z,245,248,high,08/01/2025 14:30
2025-01-08T15:00Z,2025-01-08T15:30Z,249,247,high,08/01/2025 15:00
2025-01-08T15:30Z,2025-01-08T16:00Z,252,249,high,08/01/2025 15:30
2025-01-08T16:00Z,2025-01-08T16:30Z,256,249,high,08/01/2025 16:00
2025-01-08T16:30Z,2025-01-08T17:00Z,258,248,high,08/01/2025 16:30
2025-01-08T17:00Z,2025-01-08T17:30Z,257,246,high,08/01/2025 17:00
2025-01-08T17:30Z,2025-01-08T18:00Z,259,244,high,08/01/2025 17:30
2025-01-08T18:00Z,2025-01-08T18:30Z,257,244,high,08/01/2025 18:00
2025-01-08T18:30Z,2025-01-08T19:00Z,254,245,high,08/01/2025 18:30
2025-01-08T19:00Z,2025-01-08T19:30Z,253,248,high,08/01/2025 19:00
2025-01-08T19:30Z,2025-01-08T20:00Z,256,246,high,08/01/2025 19:30
2025-01-08T20:00Z,2025-01-08T20:30Z,256,246,high,08/01/2025 20:00
2025-01-08T20:30Z,2025-01-08T21:00Z,251,241,high,08/01/2025 20:30
2025-01-08T21:00Z,2025-01-08T21:30Z,250,242,high,08/01/2025 21:00
2025-01-08T21:30Z,2025-01-08T22:00Z,243,233,high,08/01/2025 21:30
2025-01-08T22:00Z,2025-01-08T22:30Z,240,225,high,08/01/2025 22:00
2025-01-08T22:30Z,2025-01-08T23:00Z,231,215,high,08/01/2025 22:30
2025-01-08T23:00Z,2025-01-08T23:30Z,222,210,high,08/01/2025 23:00
2025-01-08T23:30Z,2025-01-09T00:00Z,206,209,high,08/01/2025 23:30
2025-01-09T00:00Z,2025-01-09T00:30Z,208,207,high,09/01/2025 00:00
2025-01-09T00:30Z,2025-01-09T01:00Z,207,204,high,09/01/2025 00:30
2025-01-09T01:00Z,2025-01-09T01:30Z,205,200,high,09/01/2025 01:00
2025-01-09T01:30Z,2025-01-09T02:00Z,198,197,high,09/01/2025 01:30
2025-01-09T02:00Z,2025-01-09T02:30Z,190,184,high,09/01/2025 02:00
2025-01-09T02:30Z,2025-01-09T03:00Z,184,176,moderate,09/01/2025 02:30
2025-01-09T03:00Z,2025-01-09T03:30Z,173,172,moderate,09/01/2025 03:00
2025-01-09T03:30Z,2025-01-09T04:00Z,171,173,moderate,09/01/2025 03:30
2025-01-09T04:00Z,2025-01-09T04:30Z,158,166,moderate,09/01/2025 04:00
2025-01-09T04:30Z,2025-01-09T05:00Z,168,172,moderate,09/01/2025 04:30
2025-01-09T05:00Z,2025-01-09T05:30Z,168,172,moderate,09/01/2025 05:00
2025-01-09T05:30Z,2025-01-09T06:00Z,194,189,high,09/01/2025 05:30
2025-01-09T06:00Z,2025-01-09T06:30Z,184,200,high,09/01/2025 06:00
2025-01-09T06:30Z,2025-01-09T07:00Z,209,203,high,09/01/2025 06:30
2025-01-09T07:00Z,2025-01-09T07:30Z,200,206,high,09/01/2025 07:00
2025-01-09T07:30Z,2025-01-09T08:00Z,209,205,high,09/01/2025 07:30
2025-01-09T08:00Z,2025-01-09T08:30Z,189,205,high,09/01/2025 08:00
2025-01-09T08:30Z,2025-01-09T09:00Z,206,201,high,09/01/2025 08:30
2025-01-09T09:00Z,2025-01-09T09:30Z,206,195,high,09/01/2025 09:00
2025-01-09T09:30Z,2025-01-09T10:00Z,204,190,high,09/01/2025 09:30
2025-01-09T10:00Z,2025-01-09T10:30Z,189,186,high,09/01/2025 10:00
2025-01-09T10:30Z,2025-01-09T11:00Z,188,187,high,09/01/2025 10:30
2025-01-09T11:00Z,2025-01-09T11:30Z,187,183,high,09/01/2025 11:00
2025-01-09T11:30Z,2025-01-09T12:00Z,187,181,high,09/01/2025 11:30
2025-01-09T12:00Z,2025-01-09T12:30Z,184,176,moderate,09/01/2025 12:00
2025-01-09T12:30Z,2025-01-09T13:00Z,185,174,moderate,09/01/2025 12:30
2025-01-09T13:00Z,2025-01-09T13:30Z,180,173,moderate,09/01/2025 13:00
2025-01-09T13:30Z,2025-01-09T14:00Z,176,174,moderate,09/01/2025 13:30
2025-01-09T14:00Z,2025-01-09T14:30Z,174,174,moderate,09/01/2025 14:00
2025-01-09T14:30Z,2025-01-09T15:00Z,171,175,moderate,09/01/2025 14:30
2025-01-09T15:00Z,2025-01-09T15:30Z,172,180,high,09/01/2025 15:00
2025-01-09T15:30Z,2025-01-09T16:00Z,182,186,high,09/01/2025 15:30
2025-01-09T16:00Z,2025-01-09T16:30Z,185,191,high,09/01/2025 16:00
2025-01-09T16:30Z,2025-01-09T17:00Z,190,194,high,09/01/2025 16:30
2025-01-09T17:00Z,2025-01-09T17:30Z,193,193,high,09/01/2025 17:00
2025-01-09T17:30Z,2025-01-09T18:00Z,193,192,high,09/01/2025 17:30
2025-01-09T18:00Z,2025-01-09T18:30Z,192,192,high,09/01/2025 18:00
2025-01-09T18:30Z,2025-01-09T19:00Z,194,191,high,09/01/2025 18:30
2025-01-09T19:00Z,2025-01-09T19:30Z,193,190,high,09/01/2025 19:00
2025-01-09T19:30Z,2025-01-09T20:00Z,190,186,high,09/01/2025 19:30
2025-01-09T20:00Z,2025-01-09T20:30Z,191,178,moderate,09/01/2025 20:00
2025-01-09T20:30Z,2025-01-09T21:00Z,186,170,moderate,09/01/2025 20:30
2025-01-09T21:00Z,2025-01-09T21:30Z,181,166,moderate,09/01/2025 21:00
2025-01-09T21:30Z,2025-01-09T22:00Z,169,158,moderate,09/01/2025 21:30
2025-01-09T22:00Z,2025-01-09T22:30Z,164,157,moderate,09/01/2025 22:00
2025-01-09T22:30Z,2025-01-09T23:00Z,154,151,moderate,09/01/2025 22:30
2025-01-09T23:00Z,2025-01-09T23:30Z,151,157,moderate,09/01/2025 23:00
2025-01-09T23:30Z,2025-01-10T00:00Z,151,159,moderate,09/01/2025 23:30
2025-01-10T00:00Z,2025-01-10T00:30Z,170,168,moderate,10/01/2025 00:00
2025-01-10T00:30Z,2025-01-10T01:00Z,166,171,moderate,10/01/2025 00:30
2025-01-10T01:00Z,2025-01-10T01:30Z,170,167,moderate,10/01/2025 01:00
2025-01-10T01:30Z,2025-01-10T02:00Z,178,163,moderate,10/01/2025 01:30
2025-01-10T02:00Z,2025-01-10T02:30Z,166,167,moderate,10/01/2025 02:00
2025-01-10T02:30Z,2025-01-10T03:00Z,162,164,moderate,10/01/2025 02:30
2025-01-10T03:00Z,2025-01-10T03:30Z,173,167,moderate,10/01/2025 03:00
2025-01-10T03:30Z,2025-01-10T04:00Z,171,175,moderate,10/01/2025 03:30
2025-01-10T04:00Z,2025-01-10T04:30Z,173,188,high,10/01/2025 04:00
2025-01-10T04:30Z,2025-01-10T05:00Z,184,219,high,10/01/2025 04:30
2025-01-10T05:00Z,2025-01-10T05:30Z,193,226,high,10/01/2025 05:00
2025-01-10T05:30Z,2025-01-10T06:00Z,232,241,high,10/01/2025 05:30
2025-01-10T06:00Z,2025-01-10T06:30Z,247,244,high,10/01/2025 06:00
2025-01-10T06:30Z,2025-01-10T07:00Z,252,234,high,10/01/2025 06:30
2025-01-10T07:00Z,2025-01-10T07:30Z,257,243,high,10/01/2025 07:00
2025-01-10T07:30Z,2025-01-10T08:00Z,242,246,high,10/01/2025 07:30
2025-01-10T08:00Z,2025-01-10T08:30Z,235,248,high,10/01/2025 08:00
2025-01-10T08:30Z,2025-01-10T09:00Z,245,247,high,10/01/2025 08:30
2025-01-10T09:00Z,2025-01-10T09:30Z,244,244,high,10/01/2025 09:00
2025-01-10T09:30Z,2025-01-10T10:00Z,243,242,high,10/01/2025 09:30
2025-01-10T10:00Z,2025-01-10T10:30Z,244,237,high,10/01/2025 10:00
2025-01-10T10:30Z,2025-01-10T11:00Z,243,232,high,10/01/2025 10:30
2025-01-10T11:00Z,2025-01-10T11:30Z,242,233,high,10/01/2025 11:00
2025-01-10T11:30Z,2025-01-10T12:00Z,236,232,high,10/01/2025 11:30
2025-01-10T12:00Z,2025-01-10T12:30Z,234,231,high,10/01/2025 12:00
2025-01-10T12:30Z,2025-01-10T13:00Z,235,231,high,10/01/2025 12:30
2025-01-10T13:00Z,2025-01-10T13:30Z,236,229,high,10/01/2025 13:00
2025-01-10T13:30Z,2025-01-10T14:00Z,237,232,high,10/01/2025 13:30
2025-01-10T14:00Z,2025-01-10T14:30Z,243,236,high,10/01/2025 14:00
2025-01-10T14:30Z,2025-01-10T15:00Z,238,237,high,10/01/2025 14:30
2025-01-10T15:00Z,2025-01-10T15:30Z,241,241,high,10/01/2025 15:00
2025-01-10T15:30Z,2025-01-10T16:00Z,246,249,high,10/01/2025 15:30
2025-01-10T16:00Z,2025-01-10T16:30Z,254,253,very high,10/01/2025 16:00
2025-01-10T16:30Z,2025-01-10T17:00Z,258,253,very high,10/01/2025 16:30
2025-01-10T17:00Z,2025-01-10T17:30Z,257,249,high,10/01/2025 17:00
2025-01-10T17:30Z,2025-01-10T18:00Z,260,249,high,10/01/2025 17:30
2025-01-10T18:00Z,2025-01-10T18:30Z,253,250,very high,10/01/2025 18:00
2025-01-10T18:30Z,2025-01-10T19:00Z,251,250,very high,10/01/2025 18:30
2025-01-10T19:00Z,2025-01-10T19:30Z,252,247,high,10/01/2025 19:00
2025-01-10T19:30Z,2025-01-10T20:00Z,252,246,high,10/01/2025 19:30
2025-01-10T20:00Z,2025-01-10T20:30Z,251,245,high,10/01/2025 20:00
2025-01-10T20:30Z,2025-01-10T21:00Z,250,242,high,10/01/2025 20:30
2025-01-10T21:00Z,2025-01-10T21:30Z,248,240,high,10/01/2025 21:00
2025-01-10T21:30Z,2025-01-10T22:00Z,249,237,high,10/01/2025 21:30
2025-01-10T22:00Z,2025-01-10T22:30Z,243,229,high,10/01/2025 22:00
2025-01-10T22:30Z,2025-01-10T23:00Z,236,220,high,10/01/2025 22:30
2025-01-10T23:00Z,2025-01-10T23:30Z,231,215,high,10/01/2025 23:00
2025-01-10T23:30Z,2025-01-11T00:00Z,222,214,high,10/01/2025 23:30
2025-01-11T00:00Z,2025-01-11T00:30Z,224,216,high,11/01/2025 00:00
2025-01-11T00:30Z,2025-01-11T01:00Z,228,212,high,11/01/2025 00:30
2025-01-11T01:00Z,2025-01-11T01:30Z,222,209,high,11/01/2025 01:00
2025-01-11T01:30Z,2025-01-11T02:00Z,217,208,high,11/01/2025 01:30
2025-01-11T02:00Z,2025-01-11T02:30Z,213,208,high,11/01/2025 02:00
2025-01-11T02:30Z,2025-01-11T03:00Z,209,206,high,11/01/2025 02:30
2025-01-11T03:00Z,2025-01-11T03:30Z,204,202,high,11/01/2025 03:00
2025-01-11T03:30Z,2025-01-11T04:00Z,202,202,high,11/01/2025 03:30
2025-01-11T04:00Z,2025-01-11T04:30Z,200,201,high,11/01/2025 04:00
2025-01-11T04:30Z,2025-01-11T05:00Z,204,203,high,11/01/2025 04:30
2025-01-11T05:00Z,2025-01-11T05:30Z,206,206,high,11/01/2025 05:00
2025-01-11T05:30Z,2025-01-11T06:00Z,208,222,high,11/01/2025 05:30
2025-01-11T06:00Z,2025-01-11T06:30Z,216,223,high,11/01/2025 06:00
2025-01-11T06:30Z,2025-01-11T07:00Z,218,232,high,11/01/2025 06:30
2025-01-11T07:00Z,2025-01-11T07:30Z,224,241,high,11/01/2025 07:00
2025-01-11T07:30Z,2025-01-11T08:00Z,233,245,high,11/01/2025 07:30
2025-01-11T08:00Z,2025-01-11T08:30Z,231,247,high,11/01/2025 08:00
2025-01-11T08:30Z,2025-01-11T09:00Z,232,236,high,11/01/2025 08:30
2025-01-11T09:00Z,2025-01-11T09:30Z,232,232,high,11/01/2025 09:00
2025-01-11T09:30Z,2025-01-11T10:00Z,232,227,high,11/01/2025 09:30
2025-01-11T10:00Z,2025-01-11T10:30Z,228,222,high,11/01/2025 10:00
2025-01-11T10:30Z,2025-01-11T11:00Z,226,217,high,11/01/2025 10:30
2025-01-11T11:00Z,2025-01-11T11:30Z,225,214,high,11/01/2025 11:00
2025-01-11T11:30Z,2025-01-11T12:00Z,224,213,high,11/01/2025 11:30
2025-01-11T12:00Z,2025-01-11T12:30Z,222,213,high,11/01/2025 12:00
2025-01-11T12:30Z,2025-01-11T13:00Z,219,214,high,11/01/2025 12:30
2025-01-11T13:00Z,2025-01-11T13:30Z,219,217,high,11/01/2025 13:00
2025-01-11T13:30Z,2025-01-11T14:00Z,221,222,high,11/01/2025 13:30
2025-01-11T14:00Z,2025-01-11T14:30Z,225,229,high,11/01/2025 14:00
2025-01-11T14:30Z,2025-01-11T15:00Z,231,232,high,11/01/2025 14:30
2025-01-11T15:00Z,2025-01-11T15:30Z,233,235,high,11/01/2025 15:00
2025-01-11T15:30Z,2025-01-11T16:00Z,236,240,high,11/01/2025 15:30
2025-01-11T16:00Z,2025-01-11T16:30Z,238,239,high,11/01/2025 16:00
2025-01-11T16:30Z,2025-01-11T17:00Z,241,238,high,11/01/2025 16:30
2025-01-11T17:00Z,2025-01-11T17:30Z,242,239,high,11/01/2025 17:00
2025-01-11T17:30Z,2025-01-11T18:00Z,243,239,high,11/01/2025 17:30
2025-01-11T18:00Z,2025-01-11T18:30Z,243,238,high,11/01/2025 18:00
2025-01-11T18:30Z,2025-01-11T19:00Z,243,240,high,11/01/2025 18:30
2025-01-11T19:00Z,2025-01-11T19:30Z,242,240,high,11/01/2025 19:00
2025-01-11T19:30Z,2025-01-11T20:00Z,238,240,high,11/01/2025 19:30
2025-01-11T20:00Z,2025-01-11T20:30Z,234,239,high,11/01/2025 20:00
2025-01-11T20:30Z,2025-01-11T21:00Z,230,237,high,11/01/2025 20:30
2025-01-11T21:00Z,2025-01-11T21:30Z,224,232,high,11/01/2025 21:00
2025-01-11T21:30Z,2025-01-11T22:00Z,219,223,high,11/01/2025 21:30
2025-01-11T22:00Z,2025-01-11T22:30Z,212,214,high,11/01/2025 22:00
2025-01-11T22:30Z,2025-01-11T23:00Z,202,206,high,11/01/2025 22:30
2025-01-11T23:00Z,2025-01-11T23:30Z,194,205,high,11/01/2025 23:00
2025-01-11T23:30Z,2025-01-12T00:00Z,186,202,high,11/01/2025 23:30
2025-01-12T00:00Z,2025-01-12T00:30Z,187,201,high,12/01/2025 00:00
2025-01-12T00:30Z,2025-01-12T01:00Z,187,203,high,12/01/2025 00:30
2025-01-12T01:00Z,2025-01-12T01:30Z,181,204,high,12/01/2025 01:00
2025-01-12T01:30Z,2025-01-12T02:00Z,177,206,high,12/01/2025 01:30
2025-01-12T02:00Z,2025-01-12T02:30Z,175,209,high,12/01/2025 02:00
2025-01-12T02:30Z,2025-01-12T03:00Z,176,209,high,12/01/2025 02:30
2025-01-12T03:00Z,2025-01-12T03:30Z,173,207,high,12/01/2025 03:00
2025-01-12T03:30Z,2025-01-12T04:00Z,168,209,high,12/01/2025 03:30
2025-01-12T04:00Z,2025-01-12T04:30Z,172,210,high,12/01/2025 04:00
2025-01-12T04:30Z,2025-01-12T05:00Z,173,206,high,12/01/2025 04:30
2025-01-12T05:00Z,2025-01-12T05:30Z,174,206,high,12/01/2025 05:00
2025-01-12T05:30Z,2025-01-12T06:00Z,177,207,high,12/01/2025 05:30
2025-01-12T06:00Z,2025-01-12T06:30Z,180,208,high,12/01/2025 06:00
2025-01-12T06:30Z,2025-01-12T07:00Z,180,218,high,12/01/2025 06:30
2025-01-12T07:00Z,2025-01-12T07:30Z,180,215,high,12/01/2025 07:00
2025-01-12T07:30Z,2025-01-12T08:00Z,185,211,high,12/01/2025 07:30
2025-01-12T08:00Z,2025-01-12T08:30Z,177,214,high,12/01/2025 08:00
2025-01-12T08:30Z,2025-01-12T09:00Z,181,215,high,12/01/2025 08:30
2025-01-12T09:00Z,2025-01-12T09:30Z,178,211,high,12/01/2025 09:00
2025-01-12T09:30Z,2025-01-12T10:00Z,176,208,high,12/01/2025 09:30
2025-01-12T10:00Z,2025-01-12T10:30Z,173,204,high,12/01/2025 10:00
2025-01-12T10:30Z,2025-01-12T11:00Z,168,199,high,12/01/2025 10:30
2025-01-12T11:00Z,2025-01-12T11:30Z,166,196,high,12/01/2025 11:00
2025-01-12T11:30Z,2025-01-12T12:00Z,162,195,high,12/01/2025 11:30
2025-01-12T12:00Z,2025-01-12T12:30Z,161,190,high,12/01/2025 12:00
2025-01-12T12:30Z,2025-01-12T13:00Z,160,187,high,12/01/2025 12:30
2025-01-12T13:00Z,2025-01-12T13:30Z,157,189,high,12/01/2025 13:00
2025-01-12T13:30Z,2025-01-12T14:00Z,155,193,high,12/01/2025 13:30
2025-01-12T14:00Z,2025-01-12T14:30Z,155,196,high,12/01/2025 14:00
2025-01-12T14:30Z,2025-01-12T15:00Z,159,198,high,12/01/2025 14:30
2025-01-12T15:00Z,2025-01-12T15:30Z,161,201,high,12/01/2025 15:00
2025-01-12T15:30Z,2025-01-12T16:00Z,166,199,high,12/01/2025 15:30
2025-01-12T16:00Z,2025-01-12T16:30Z,167,200,high,12/01/2025 16:00
2025-01-12T16:30Z,2025-01-12T17:00Z,173,199,high,12/01/2025 16:30
2025-01-12T17:00Z,2025-01-12T17:30Z,173,195,high,12/01/2025 17:00
2025-01-12T17:30Z,2025-01-12T18:00Z,170,202,high,12/01/2025 17:30
2025-01-12T18:00Z,2025-01-12T18:30Z,164,200,high,12/01/2025 18:00
2025-01-12T18:30Z,2025-01-12T19:00Z,159,205,high,12/01/2025 18:30
2025-01-12T19:00Z,2025-01-12T19:30Z,150,202,high,12/01/2025 19:00
2025-01-12T19:30Z,2025-01-12T20:00Z,132,205,high,12/01/2025 19:30
2025-01-12T20:00Z,2025-01-12T20:30Z,119,198,high,12/01/2025 20:00
2025-01-12T20:30Z,2025-01-12T21:00Z,115,190,high,12/01/2025 20:30
2025-01-12T21:00Z,2025-01-12T21:30Z,103,179,moderate,12/01/2025 21:00
2025-01-12T21:30Z,2025-01-12T22:00Z,90,165,moderate,12/01/2025 21:30
2025-01-12T22:00Z,2025-01-12T22:30Z,82,151,moderate,12/01/2025 22:00
2025-01-12T22:30Z,2025-01-12T23:00Z,79,133,moderate,12/01/2025 22:30
2025-01-12T23:00Z,2025-01-12T23:30Z,NA,126,moderate,12/01/2025 23:00
2025-01-12T23:30Z,2025-01-13T00:00Z,NA,126,moderate,12/01/2025 23:30
2025-01-13T00:00Z,2025-01-13T00:30Z,NA,129,moderate,13/01/2025 00:00
2025-01-13T00:30Z,2025-01-13T01:00Z,NA,126,moderate,13/01/2025 00:30
2025-01-13T01:00Z,2025-01-13T01:30Z,NA,123,moderate,13/01/2025 01:00
2025-01-13T01:30Z,2025-01-13T02:00Z,NA,125,moderate,13/01/2025 01:30
2025-01-13T02:00Z,2025-01-13T02:30Z,NA,124,moderate,13/01/2025 02:00
2025-01-13T02:30Z,2025-01-13T03:00Z,NA,125,moderate,13/01/2025 02:30
2025-01-13T03:00Z,2025-01-13T03:30Z,NA,125,moderate,13/01/2025 03:00
2025-01-13T03:30Z,2025-01-13T04:00Z,NA,128,moderate,13/01/2025 03:30
2025-01-13T04:00Z,2025-01-13T04:30Z,NA,130,moderate,13/01/2025 04:00
2025-01-13T04:30Z,2025-01-13T05:00Z,NA,134,moderate,13/01/2025 04:30
2025-01-13T05:00Z,2025-01-13T05:30Z,NA,139,moderate,13/01/2025 05:00
2025-01-13T05:30Z,2025-01-13T06:00Z,NA,156,moderate,13/01/2025 05:30
2025-01-13T06:00Z,2025-01-13T06:30Z,NA,167,moderate,13/01/2025 06:00
2025-01-13T06:30Z,2025-01-13T07:00Z,NA,167,moderate,13/01/2025 06:30
2025-01-13T07:00Z,2025-01-13T07:30Z,NA,176,moderate,13/01/2025 07:00
2025-01-13T07:30Z,2025-01-13T08:00Z,NA,180,high,13/01/2025 07:30
2025-01-13T08:00Z,2025-01-13T08:30Z,NA,178,moderate,13/01/2025 08:00
2025-01-13T08:30Z,2025-01-13T09:00Z,NA,172,moderate,13/01/2025 08:30
2025-01-13T09:00Z,2025-01-13T09:30Z,NA,166,moderate,13/01/2025 09:00
2025-01-13T09:30Z,2025-01-13T10:00Z,NA,163,moderate,13/01/2025 09:30
2025-01-13T10:00Z,2025-01-13T10:30Z,NA,154,moderate,13/01/2025 10:00
2025-01-13T10:30Z,2025-01-13T11:00Z,NA,143,moderate,13/01/2025 10:30
2025-01-13T11:00Z,2025-01-13T11:30Z,NA,143,moderate,13/01/2025 11:00
2025-01-13T11:30Z,2025-01-13T12:00Z,NA,145,moderate,13/01/2025 11:30
2025-01-13T12:00Z,2025-01-13T12:30Z,142,147,moderate,13/01/2025 12:00
2025-01-13T12:30Z,2025-01-13T13:00Z,141,146,moderate,13/01/2025 12:30
2025-01-13T13:00Z,2025-01-13T13:30Z,149,145,moderate,13/01/2025 13:00
2025-01-13T13:30Z,2025-01-13T14:00Z,151,148,moderate,13/01/2025 13:30
2025-01-13T14:00Z,2025-01-13T14:30Z,148,151,moderate,13/01/2025 14:00
2025-01-13T14:30Z,2025-01-13T15:00Z,151,160,moderate,13/01/2025 14:30
2025-01-13T15:00Z,2025-01-13T15:30Z,155,163,moderate,13/01/2025 15:00
2025-01-13T15:30Z,2025-01-13T16:00Z,165,167,moderate,13/01/2025 15:30
2025-01-13T16:00Z,2025-01-13T16:30Z,165,168,moderate,13/01/2025 16:00
2025-01-13T16:30Z,2025-01-13T17:00Z,171,171,moderate,13/01/2025 16:30
2025-01-13T17:00Z,2025-01-13T17:30Z,168,172,moderate,13/01/2025 17:00
2025-01-13T17:30Z,2025-01-13T18:00Z,170,170,moderate,13/01/2025 17:30
2025-01-13T18:00Z,2025-01-13T18:30Z,166,168,moderate,13/01/2025 18:00
2025-01-13T18:30Z,2025-01-13T19:00Z,166,169,moderate,13/01/2025 18:30
2025-01-13T19:00Z,2025-01-13T19:30Z,169,169,moderate,13/01/2025 19:00
2025-01-13T19:30Z,2025-01-13T20:00Z,167,169,moderate,13/01/2025 19:30
2025-01-13T20:00Z,2025-01-13T20:30Z,155,165,moderate,13/01/2025 20:00
2025-01-13T20:30Z,2025-01-13T21:00Z,154,156,moderate,13/01/2025 20:30
2025-01-13T21:00Z,2025-01-13T21:30Z,154,148,moderate,13/01/2025 21:00
2025-01-13T21:30Z,2025-01-13T22:00Z,139,132,moderate,13/01/2025 21:30
2025-01-13T22:00Z,2025-01-13T22:30Z,123,123,moderate,13/01/2025 22:00
2025-01-13T22:30Z,2025-01-13T23:00Z,119,122,moderate,13/01/2025 22:30
2025-01-13T23:00Z,2025-01-13T23:30Z,110,113,moderate,13/01/2025 23:00
2025-01-13T23:30Z,2025-01-14T00:00Z,112,110,moderate,13/01/2025 23:30
2025-01-14T00:00Z,2025-01-14T00:30Z,111,116,moderate,14/01/2025 00:00
2025-01-14T00:30Z,2025-01-14T01:00Z,110,120,moderate,14/01/2025 00:30
2025-01-14T01:00Z,2025-01-14T01:30Z,107,116,moderate,14/01/2025 01:00
2025-01-14T01:30Z,2025-01-14T02:00Z,96,117,moderate,14/01/2025 01:30
2025-01-14T02:00Z,2025-01-14T02:30Z,97,115,moderate,14/01/2025 02:00
2025-01-14T02:30Z,2025-01-14T03:00Z,98,116,moderate,14/01/2025 02:30
2025-01-14T03:00Z,2025-01-14T03:30Z,97,113,moderate,14/01/2025 03:00
2025-01-14T03:30Z,2025-01-14T04:00Z,93,112,moderate,14/01/2025 03:30
2025-01-14T04:00Z,2025-01-14T04:30Z,94,111,moderate,14/01/2025 04:00
